company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
The Arnott\'s Group,https://www.linkedin.com/company/thearnottsgroup,https://www.linkedin.com/company/14316,arnotts.com,"The Arnott’s Group is proud of its delicious and iconic portfolio of brands that continue the legacy begun by the Arnott family in 1865. Created locally, we provide quality, great-tasting food to delight consumers around the world. The Arnott’s Group is headquartered in Sydney and employs approximately 4,000 people in markets across the Asia Pacific region. This includes manufacturing sites in NSW, QLD, VIC and SA as well as New Zealand, Malaysia and Indonesia. The Arnott’s Group portfolio includes the iconic Arnott’s brands along with Campbell’s products in Australia, Malaysia, Hong Kong and Japan, a cereal and snacks division called Good Food Partners and the 180 degrees luxury biscuit brand.",,1487,"Cabarita, New South Wales, Australia",,,North Strathfield,,,,,,manufacturing,consumer goods,,,"Consumer Goods,Food & Beverage,Food Production",1001-2000,,,,,,,,,
Goodman Fielder,https://www.linkedin.com/company/goodman-fielder-australia,https://www.linkedin.com/company/12511,goodmanfielder.com.au,"Goodman Fielder is a leading regional food company across Australia, New Zealand and Asia Pacific. We manufacture, package, distribute, market and sell a wide range of food products including bread, milk, cheese, chicken, flour, cooking oils, spreads, baking ingredients, ice cream and snacks.We boast a diverse portfolio of consumer brands that people know and love, including Meadow Fresh, Vogel’s, Helga’s, Wonder White, Praise, White Wings, CSR Sugar, Pampas, Puhoi Valley, Crest, Edmonds, Meadow Lea, Molenberg, Irvines and many more.For generations, millions of consumers have turned to our well known brands to deliver essential food items to them every day.Our leading product offering is supported by efficient distribution networks that enables delivery to over tens of thousands of outlets every day including supermarkets, dairies, service stations, cafes and restaurants.From filling your pantry to lining your plate, our products cover every eating occasion.At Goodman Fielder our aspiration is to be the leading integrated food solutions business in the Region. We are a team that believes that anything is possible. A team that understands our business and focuses on the right things that make the biggest difference and one that considers our end to end value chain when making decisions to optimize our business. We drive change as an opportunity for us to innovate and transform our business and to achieve beyond what we think is possible.",1909,2405,"Macquarie Park, New South Wales, Australia",,,Macquarie Park,,,,,+61288997000,food and beverage manufacturing,food production,,,"Retail grocery market,Commercial and Food Services Market.,Employs over 4000 people,FMCG,Dairy Products,Milk,Bread,Sweet bake,Condiments,Flavoured Milk,Speciality Cheese,Food",1001-5000,https://facebook.com/gffoodserviceau/,"fmcg, food, bread, dairy products, milk, condiments, speciality cheese, flavoured milk, retail grocery market, commercial & food services market, employs over 4000 people, sweet bake",1898690000,"Amazon AWS, reCAPTCHA, YouTube, Typekit, Salesforce, Route 53, Outlook, Nginx, Mobile Friendly, Mimecast, Microsoft Office 365, Microsoft Azure Hosting, Google Tag Manager",,,,,
GrainCorp,https://www.linkedin.com/company/graincorp,https://www.linkedin.com/company/38948,graincorp.com.au,"GrainCorp is a leading agribusiness and food-ingredients processor, proudly connecting with customers and rural communities to deliver value through innovation and expertise.Our services include grain storage, handling, marketing and oilseeds processing operations and more.At GrainCorp, our people are the heart of everything we do. We're committed to enhancing our high performing team by developing a skilled and diverse workforce.",1916,1493,"Millers Point, New South Wales, Australia",,,Barangaroo,,,,,+61293259100,food and beverage manufacturing,food production,,,"Grain Bulk Handling Export,Soft Commodity Trading,Edible Oils,Food Ingredients,Supply Chain & Logistics",1001-2000,"https://twitter.com/GrainCorp, https://facebook.com/GrainCorpLimited/",,,,,,,,
Komatsu Australia,https://www.linkedin.com/company/komatsu-australia,https://www.linkedin.com/company/475547,komatsu.com.au,"Komatsu is an industry-leading manufacturer and supplier of equipment, technologies and services for the construction, forklift, mining, industrial and forestry markets. For over a century, Komatsu equipment and services have been used by companies worldwide to develop modern infrastructure, extract fundamental minerals, maintain forests and create technology and consumer products. The company’s global service and distributor networks support customer operations, tapping into the power of data and technology to enhance safety and productivity while optimising performance. If you want to learn more about our parts portal, visit https://my.komatsu.com.au",,2757,"Fairfield West, New South Wales, Australia",,,Fairfield East,,,,,,machinery manufacturing,,,,"Earthmoving Equipment,Mining machinery,Contruction machinery,Earthmoving Parts and Service,Smart Construction,Quarry Heavy Equipment,Autonomous Haulage,Mining Solutions,Construction Equipment,RTO Training,Construction Hire Equipment  ,Used Earthmoving Equipment,Hybrid Excavators,Quarry Fleet Management Solutions,Mining Fleet Management,Earthmoving Machinery Attachments",1001-5000,,,,,,,,,
Stelis Biopharma,https://www.linkedin.com/company/stelisbiosource,https://www.linkedin.com/company/13307344,stelis.com,"Stelis Biopharma is a leading, fully integrated biopharmaceutical contract development and manufacturing organization. The powerhouse to progress your biologic products to market as efficiently as possible, we can cater for the entire product lifecycle for our customers for both drug substances and drug products.Our team has deep expertise in product development and manufacturing with comprehensive capabilities from cell line and process development through to scale up, cGMP manufacturing and fill/finish of proteins and peptides.From our strategic location in Bangalore, India, we leverage the advantages of an emerging technological hub for R&D and next generation manufacturing.Delivering solutions for your most complex biologic projects, we do what it takes to get the job done from our state-of-the-art R&D, scale-up and cGMP manufacturing facilities.",2013,603,"Bengaluru, Karnataka, India",,,Bangalore,,,"stelis biopharma pvt. ltd. - research center, #293, bommasandra jigani link road, jigani industrial area, anekal, bangalore, karnataka 560105, in",560105,+918067840444,pharmaceutical manufacturing,research,biotechnology,,"Biopharmaceutical,R&D,Process Scale-Up,Manufacturing,CMO,CDMO,Biosimilars,Biologics",501-1000,"https://twitter.com/BiopharmaStelis, https://www.facebook.com/Stelis-Biopharma-108030765253549","r, manufacturing, biologics, d, cmo, process scaleup, biopharmaceutical, biosimilars, cdmo",14500000,"WordPress.org, Outlook, Nginx, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Google Font API, GoDaddy Hosting, Bootstrap Framework, Apache","[{""id"":""6342e707b1cb4d0001f03767"",""date"":""2021-03-01T00:00:00.000+00:00"",""type"":""Series C"",""amount"":""125M"",""currency"":""$"",""news_url"":null,""investors"":""TPG Growth, Route One, Think Investments""},{""id"":""631991c2309c2c0001c41afc"",""date"":""2021-03-01T00:00:00.000+00:00"",""type"":""Series C"",""amount"":""125M"",""currency"":""$"",""news_url"":null,""investors"":""TPG Growth, Route One, Think Investments""},{""id"":""62f748b2e9ea69000102b369"",""date"":""2021-03-01T00:00:00.000+00:00"",""type"":""Series C"",""amount"":""125M"",""currency"":""$"",""news_url"":null,""investors"":""TPG Growth, Route One, Think Investments""},{""id"":""62d02d64f89c820001f2e61a"",""date"":""2021-03-01T00:00:00.000+00:00"",""type"":""Series C"",""amount"":""125M"",""currency"":""$"",""news_url"":null,""investors"":""TPG Growth, Route One, Think Investments""},{""id"":""6250a5429d4be50001641e14"",""date"":""2021-03-01T00:00:00.000+00:00"",""type"":""Series C"",""amount"":""125M"",""currency"":""$"",""news_url"":null,""investors"":""TPG Growth, Route One, Think Investments""},{""id"":""6228718d599f20000169ca9e"",""date"":""2021-03-01T00:00:00.000+00:00"",""type"":""Series C"",""amount"":""125M"",""currency"":""$"",""news_url"":null,""investors"":""TPG Growth, Route One, Think Investments""},{""id"":""620459de0fc55100019641fb"",""date"":""2021-03-01T00:00:00.000+00:00"",""type"":""Series C"",""amount"":""125M"",""currency"":""$"",""news_url"":null,""investors"":""TPG Growth, Route One, Think Investments""},{""id"":""6201477a41223700018031b8"",""date"":""2021-03-01T00:00:00.000+00:00"",""type"":""Series C"",""amount"":""125M"",""currency"":""$"",""news_url"":null,""investors"":""TPG Growth, Route One, Think Investments""},{""id"":""61db53d7f19ec700018241cf"",""date"":""2021-03-01T00:00:00.000+00:00"",""type"":""Series C"",""amount"":""125M"",""currency"":""$"",""news_url"":null,""investors"":""TPG Growth, Route One, Think Investments""},{""id"":""61b1c341ec13170001da40bc"",""date"":""2021-03-01T00:00:00.000+00:00"",""type"":""Series C"",""amount"":""125M"",""currency"":""$"",""news_url"":null,""investors"":""TPG Growth, Route One, Think Investments""},{""id"":""618b2691bf9250000173e763"",""date"":""2021-03-01T00:00:00.000+00:00"",""type"":""Series C"",""amount"":""125M"",""currency"":""$"",""news_url"":null,""investors"":""TPG Growth, Route One, Think Investments""},{""id"":""5bf79ea9a3ae6136a5da32e1"",""date"":""2018-11-22T00:00:00.000+00:00"",""type"":""Series B"",""amount"":""100M"",""currency"":""$"",""news_url"":""https:\/\/www.vccircle.com\/jordan-s-gms-to-invest-more-in-stelis-biopharma-as-part-of-100-mn-fundraise\/"",""investors"":""Strides Pharma Science, GMS Holdings""},{""id"":""615d93c5023266000175a7fd"",""date"":""2016-02-01T00:00:00.000+00:00"",""type"":""Other"",""amount"":""8.5M"",""currency"":""$"",""news_url"":null,""investors"":""GMS Holdings""}]",1483490000,2021-03-01,0,
Moose Toys,https://www.linkedin.com/company/moose-toys,https://www.linkedin.com/company/317367,moosetoys.com,"Moose Toys exists to make children happy. The team has innovation in their DNA and are famous for the design, development and manufacture of award winning toys that continue to disrupt the market. A certified Great Place to Work six times over, Moose Toys dominates in categories including collectables, craft, dolls, games and youth electronics and is consistently recognised as the most creative company in the industry. The family run business disrupted the toy industry with the global phenomenon Shopkins and through these pintsized characters, reinvigorated the way children play. The success of the company extends to the development of content, entertainment and global licensing deals. Moose calls Australia home and was named as #30 in the 2024 Best Workplaces in Australia - but is a global business with more than 750 employees around the world.  Visit www.moosetoys.com for more information on our amazing brands and people.",1985,650,"Cheltenham, Victoria, Australia",,,Melbourne,,,,,+18003898591,manufacturing,mechanical or industrial engineering,,,"Design,Consumer Products,Sales & Marketing,Product Development,Manufacturing,Toy Design & Development",501-1000,"https://twitter.com/WorldsApartKids, https://facebook.com/WorldsApartKids/","marketing, sales, design, development, product development, manufacturing, consumer products, toy design",8000000,"reCAPTCHA, YouTube, WordPress.org, Woo Commerce, VueJS, Vimeo, Typekit, Taleo, Mobile Friendly, Mimecast, Microsoft Office 365, Liquidweb, Gravity Forms, Google Tag Manager, Google Font API, Google Analytics, Freshdesk, Drupal, DigitalOcean, Cloudways, Cloudflare DNS, CloudFlare Hosting, Apache, Amazon AWS, 123-reg DNS",,,,,
Mercedes-Benz Australia,https://www.linkedin.com/company/mercedes-benz-australia,https://www.linkedin.com/company/2748904,mercedes-benz.com.au,"Welcome to the official home of Mercedes-Benz Australia/Pacific on LinkedIn. Our brand offers a broad portfolio of products, including an extensive selection of Mercedes-Benz passenger vehicles and vans, Mercedes-EQ hybrid and all-electric vehicles, performance-focused Mercedes-AMG vehicles, and the flagship luxury Mercedes-Maybach line. Mercedes-Benz sells vehicles in Australia through a network of showrooms and via an online store, where customers can browse and purchase from stock available nationwide.Innovation is at the core of what Mercedes-Benz stands for – but it is not merely our vehicles that undergo development day in, day out. An array of initiatives are laying the groundwork and moving us towards a sustainable tomorrow, today. At Mercedes-Benz Australia/Pacific, we believe our people make the difference. We proudly offer generous employee benefits, such as discounted car leasing and purchase options, employee assistance programs and much more. We are an equal opportunity employer and value diversity in our workplace. We are proud to be recognized as a Workplace Gender Equality Employer of Choice and we support a flexible and progressive work culture. The local team is proud to support Brainwave Australia by raising awareness, providing financial assistance and volunteering time to assist families and children across Australia who are living with brain injuries and illnesses.",,678,"Mulgrave, Victoria, Australia",,,Melbourne,,,"44 lexia place, mulgrave, victoria, australia",3170,+49711170,automotive,,,,"Automotive,Sales,Distribution",501-1000,,"sales, distribution, automotive",,,,,,,
BAE Systems Australia,https://www.linkedin.com/company/bae-systems-australia,https://www.linkedin.com/company/830854,ubisend.io,"Your career at BAE Systems Australia has Infinite Possibilities™Individually, we make valuable contributions to cutting-edge technologies that help keep Australia safe. Collectively, we make the impossible possible. As Australia's largest defence company in a rapidly growing sector, every day we work to protect those who protect us.We offer diverse opportunities, benefits and flexibility so you can thrive and make the most of your unique talents — helping you achieve your career and life goals. At BAE Systems Australia, you will be connected into a global team and encouraged to explore where your career might take you. Explore the Infinite Possibilities™ that await you. ",,3469,"Adelaide, South Australia, Australia",,,Adelaide,,,,,,defense and space manufacturing,,,,"Integrated Systems,Autonomy,Shipbuilding,Maritime sustainment,Aircraft sustainment,Guided weapons and explosive ordnance (GWEO),Cyber Security,Advanced Manufacturing,Electronic Warfare and electronic support measures (ESM) solutions,Battlespace management,Radars and sensors,Defence research and development",1001-5000,,,,,,,,,
Bosch Australia & New Zealand,https://www.linkedin.com/company/bosch-australia-newzealand,https://www.linkedin.com/company/2199,bosch.com.au,"The Bosch Group is a leading global supplier of technology and services. It employs roughly 429,000 associates worldwide (as of December 31, 2023). The company generated sales of 91.6 billion euros in 2023. Bosch has had a presence in Australia since 1907, opening its first wholly owned subsidiary, Robert Bosch (Australia) Pty Ltd in 1954. Bosch generated revenue of more than 1.2 billion Australian dollars in 2023 in Oceania and employs over 1,400 associates as of December 31, 2023. Bosch’s regional activities span a diverse range of businesses including household appliances, security and building technology, power tools and accessories, general automotive parts as well as dedicated parts for motorsport enthusiast, equipment for automotive workshops, franchised car servicing, Industrial drive and control technology, factory automation solutions, efficient home comfort products, and service support for Bosch equipped eBikes.We develop, encourage and empower our associates to reach their full potential. Through our values based culture we foster and engage a high performing organisation.Imprint: www.bosch.com.au/corporate-informationPrivacy Statement: www.bosch.com.au/privacy-policy",,534,"Clayton, Victoria, Australia",,,Clayton,,,,,,industrial machinery manufacturing,,,,"Mobility Solutions - automated, connected and electrified,Consumer Goods,Industrial Technology,Energy & Building Technology,Power Tools,AIoT,Automated Driving",501-1000,,,,,,,,,
Treasury Wine Estates,https://www.linkedin.com/company/treasury-wine-estates,https://www.linkedin.com/company/1140750,tweglobal.com,"At Treasury Wine Estates (TWE) we have a great passion for wine. Everything we do at TWE is dedicated to realising our vision of becoming the world's most desirable luxury wine company – known for the experiences we create for our consumers, customers, partners, suppliers and our people.We're led every day by our purpose, Boldly Cultivating. We're boldly cultivating value through our brands, wine, people and environment for enriched and joyful communities.   We're structured as a portfolio-led business with three key divisions – Penfolds, Treasury Premium Brands and Treasury Americas – supported by centralised business, supply and corporate functions.With over 10,000 hectares of vineyards, 70-plus wine brands and over 2,600 team members, we bring together some of the most popular and collected wines from Australia, California, Italy, France and New Zealand.Our treasured brands include Penfolds, DAOU, Beringer, Pepperjack, Stags'​ Leap, Squealing Pig, Beaulieu Vineyard, Sterling Vineyards, 19 Crimes and Wynns Coonawarra Estate.It's no wonder our people enjoy exciting and diverse career opportunities!As one of the most celebrated wine companies in the world, we recognise our role in promoting the responsible consumption of alcohol. To follow us, you must be of legal drinking age in your country of residence.In the interest of everyone’s enjoyment of TWE’s social media channels, we ask that you adhere to our house rules: https://www.tweglobal.com/terms-of-useRemember to always enjoy our wines responsibly.",,2310,"Melbourne, Victoria, Australia","Carlton, Victoria, Australia",,Melbourne,,,,,,beverage manufacturing,,,,"FMCG,Consumer Goods,Wine,Global Career Opportunities,ASX listed company,Liquor,Beverage",1001-5000,,,,,,,,,
Cochlear,https://www.linkedin.com/company/cochlear,https://www.linkedin.com/company/9147,cochlear.com,"Hear now. And always As the global leader in implantable hearing solutions, at Cochlear (ASX: COH) we are committed to our mission to help people hear and be heard. Our story started more than four decades ago when Professor Graeme Clark pioneered the world's first multi-channel cochlear implant and created an entirely new treatment for hearing loss.  Since our formation in 1981, we continue Professor Clark’s work to help people with moderate to profound hearing loss experience a life full of hearing. We have provided more than 650,000 implantable devices. Each recipient helps form a global community of millions, through families, friends, colleagues, teachers and more. And they’re not just connected to their own community — each shares a link with each other and to Professor Clark’s childhood desire to help people hear. We aim to give people the best lifelong hearing experience and access to innovative future technologies. We understand the privilege of connecting people to a life lived with hearing. And we listen, respond and move with the times – to continue to bring hearing within reach of all those who need it. That's how we live our mission every day. Our global workforce of more than 4,000 people shares a collective determination to give more people the opportunity to enjoy a life of hearing.Cochlear’s global headquarters are on the campus of Macquarie University in Sydney, Australia with regional headquarters in Asia Pacific, Europe and the Americas. Through our offices in over 180 countries we help people of all ages to hear. Social Media Terms of Use http://bit.ly/2qRMEvY",,4688,"North Ryde, New South Wales, Australia",,,North Ryde,,,,,,medical equipment manufacturing,,,,"Cochlear implants,Bone conduction solutions,Bionic Ear,Hearing Implants,Medical Devices,Direct Acoustic Cochlear Stimulation,Electro-acoustic implants",1001-5000,,,,,,,,,
Aesop,https://www.linkedin.com/company/aesop,https://www.linkedin.com/company/61841,aesop.com,"Aesop was established in Melbourne in 1987. Our objective has always been to formulate skin, body and hair care products of the finest quality, as well as fragrance and accessories for the self and home. All Aesop products are vegan. We do not test on animals and only use ingredients with a proven record of safety, efficacy and sustainability. We are on a journey to reduce our footprint on the planet that generously sustains us. So far, our progress has led to Aesop becoming a certified B Corp™. Alongside our commercial activities, we explore and support the arts as an avenue through which to inspire, learn and communicate. We are headquartered across two locations—Melbourne and London—with satellite offices and stores in many parts of the world, including New York, Paris, Tokyo and Hong Kong. Aesop has carefully cultivated a work environment in which our employees are constantly challenged to do their best. Our company is determinedly creative, intelligent and progressive, and nurtures these qualities by employing people who share our passionate interest in design, innovation, and incisive enquiry across all fields. Just as the ingredients in our products are carefully selected for their unique characteristics, so too are the individuals who work with us around the world – we value working with those who can bring a wealth of life experience and inspired ideas to our table.",1987,2350,"Collingwood, Victoria, Australia",,,Collingwood,,,,,+61394198356,personal care product manufacturing,cosmetics,"health, wellness and fitness",,"Skin care,Hair care,Body care",1001-5000,https://twitter.com/aesopskincare,"beauty & spas, body care, skin care, hair care, cosmetics & beauty supply",270000000,"Zendesk, SOASTA, Outlook, OneTrust, NetSuite, Mobile Friendly, Microsoft Office 365, KISSmetrics, Google Tag Manager, Google Analytics Ecommerce Tracking, Atlassian Cloud, Amazon AWS, Akamai",,,,,sales@aesop.com
Carlton & United Breweries,https://www.linkedin.com/company/carlton-united-breweries,https://www.linkedin.com/company/163882,cub.com.au,"Carlton & United Breweries is proudly part of the Asahi Beverages family.  We're well known for our iconic brands: Victoria Bitter, Great Northern Brewing Co, Carlton Dry, Vodka Cruiser and Brookvale Union to name a few… our beverages (beers and RTDs) are known across the country. However, for our customers and our consumers, we offer so much more.    We are the Lexington Hill Cocktail Club. We are Mercury Cider. We are Riot Wines Co. We are part of Asahi Beverages and are so much more than just a brewery. We have built a portfolio that extends to every occasion and every Australian.    Our total business, Asahi Beverages, 3,500 people across Australia and New Zealand, in roles that range from manufacturing to advertising - so you can always be sure that there is a place for you in our family. Moreover, we work hard to ensure that each and every one of our people are proud to work in this great organisation.  Part of this pride stems from our commitment to building a better world. This dream is embedded into every action we take and is the foundation of our long-term strategy. We understand that each person is unique in how they achieve their best results. That is why we encourage flexible working. Both during the hiring process as well as during employment, we urge all our people to hold open and honest communications about how we can best cater a working experience to suit them.   We support our people, hosting various networks aimed at creating a more diverse and welcoming company. Ensuring that all our employees feel safe and free to be themselves will always be our priority.   Keen to explore our current vacant positions at CUB or Asahi Beverages?  Visit our Careers Page: https://www.asahi.com.au/careers/careers",1832,1231,"Southbank, Victoria, Australia",,,Southbank,,,,,+61423541802,manufacturing,,,,"Beer,Brewing,Marketing,Distribution,FMCG,Consumer Goods,Drinks,Cider ,RTDs",1001-2000,"https://twitter.com/cub_world, https://facebook.com/pages/Carlton%20&%20United%20Breweries/112361475445379/",,,,,,,,
Hitachi Construction Machinery Australia,https://www.linkedin.com/company/hitachi-construction-machinery-australia,https://www.linkedin.com/company/1845804,hitachicm.com.au,"Welcome to Hitachi Construction Machinery Australia's LinkedIn page. Please click the ""Follow""​ button at the top of this page if you would like to receive updates about:- Latest Hitachi and Bell product news- Upcoming industry events- Career opportunities- Hitachi Construction Machinery Australia media updates (photos, videos, press)For company and product information, visit - https://hitachicm.com.au/For careers information, visit - https://www.livehire.com/careers/hitachicm/jobs---------------------------------------------------------------------------------------------------Hitachi Construction Machinery (Australia) Pty Ltd (HCA) is a subsidiary of Hitachi Construction Machinery Co., Ltd and part of the global and diversified Hitachi Group. HCA delivers comprehensive sales, service and parts support to customers across the mining, quarry, construction, forestry, material handling and recycling industries through its wholly-owned national branch network. HCA is also Australia’s exclusive home of product sales and support for Hitachi and Bell equipment, three of the most renowned Original Equipment Manufacturer brands in the world.We provide expertise and solutions in the areas of:- New and Used Equipment Sales- Spare Parts Supply- Remanufacturing and Service Exchange Components- GETs, Filtration and Consumables- Workshop and Field Service Support",1910,706,"Harris Park, New South Wales, Australia",,,Parramatta,,,,,+610883605300,machinery manufacturing,machinery,,,"Applications & Attachments,Articulated Dump Trucks,Compact Track Loaders,Excavators,Rigid Dump Trucks,Crushers,Screens,Wheel Loaders,Compaction Equipment",501-1000,"https://twitter.com/HitachiCMAU, https://facebook.com/hitachiconstructionmachineryaustralia","applications, screens, excavators, attachments, crushers, wheel loaders, rigid dump trucks, compaction equipment, articulated dump trucks, compact track loaders",3060000,"WordPress.org, WP Engine, Vimeo, Nginx, New Relic, Mobile Friendly, Microsoft-IIS, Microsoft Azure Hosting, Microsoft Azure, Marketo, LiveChat, Jira, JQuery 1.11.1, Incapsula, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, DoubleClick, ClickDimensions, Bootstrap Framework, Atlassian Confluence, AngularJS, Akamai DNS, ASP.NET",,,,,
