company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Jim\'s Test & Tag and Fire Safety,https://www.linkedin.com/company/jim%27s-test-&-tag,https://www.linkedin.com/company/507635,jimstestandtag.com.au,"Jim’s Test & Tag, Australia’s first choice for electrical testing and tagging services Our MissionPrevention, Protection & Compliance…Without CompromiseWelcome to Jim’s Test & Tag, a member of the Jim’s Group - one of the world’s largest Franchises and one of Australia’s most famous and most trusted brands. Why Test and Tag? Occupational Health and Safety (OH&S) legislation imposes a duty of care to provide a safe workplace. Failure to ensure the safety of electrical equipment may result in the death or injury of yourself, your employees or others. To discharge your duty of care you are required to reduce the risk of electrical shock as far as practicable. One method of achieving this is to ensure your tools, leads and appliances are tested for electrical fault on a regular basis.",,,"Mooroolbark, Victoria, Australia",,,Mooroolbark,,,,,+61131546,public safety,,,,"Compliance,Safety,Reliability,Flexible,Professional,ISO 9001 Compliant",Self-employed,"https://twitter.com/jimstestandtag, https://www.facebook.com/jimstestandtag/","compliance, reliability, safety, flexible, professional, iso 9001 compliant",,"reCAPTCHA, Zendesk, YouTube, WordPress.org, Woo Commerce, VueJS, Typekit, StatCounter, SparkPost, Sendgrid, Pingdom, Outlook, Mobile Friendly, Microsoft Office 365, Microsoft Application Insights, Mailchimp Mandrill, MailChimp SPF, Intercom, Google Tag Manager, Google Remarketing, Google Maps, Google Font API, Google Dynamic Remarketing, Google AdWords Conversion, Google AdSense, Freshdesk, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, DoubleClick Conversion, Apache",,,,,
St Paul\'s School,https://www.linkedin.com/company/st-pauls-school-brisbane,https://www.linkedin.com/company/66759699,qld.edu.au,"St Paul's School is a Pre-Prep to Year 12 Anglican co-educational school.  Our purpose is to prepare resilient, global citizens, who are innovative thinkers with a heart for servant leadership.",1960,,"Bald Hills, Queensland, Australia",,,Bald Hills,,,,,+61732611388,education administration programs,,,,,Self-employed,"https://twitter.com/STPAULSat4036, https://facebook.com/St-Pauls-School/112772618808509",,,,,,,,
"Catholic Education, Diocese of Wagga Wagga",https://www.linkedin.com/company/catholic-education-diocese-of-wagga-wagga,https://www.linkedin.com/company/13680322,catholic.edu.au,"Catholic Education, Diocese of Wagga Wagga provides services to our community of 29 schools to assist them in their work of educating students. We work in partnership with schools to make the best use of available resources.Catholic schools in the Diocese of Wagga Wagga are located within the Riverina and South Western districts of New South Wales.Our schools operate with the financial assistance of the Commonwealth and New South Wales State Governments and with the considerable input of their broader school communities whose continuing support assists our schools to thrive.",,,"Mount Austin, New South Wales, Australia",,,Wagga Wagga,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
Victorian Virtual Emergency Department,https://www.linkedin.com/company/vvedau,https://www.linkedin.com/company/96079358,vved.org.au,"The Victorian Virtual Emergency Department (VVED) is available to all Victorians, 24 hours a day, seven days a week.You can receive emergency care from trained doctors and nurses, from anywhere in Victoria. We also offer interpreter services to ensure effective communication.To access the VVED, please visit: vved.org.au",,,"Epping, Victoria, Australia",,,Epping,,,,,,public health,,,,,Self-employed,,,,,,,,,
ISH24,https://www.linkedin.com/company/ish24rescue,https://www.linkedin.com/company/2496308,ish24.com.au,"Consultants & Trainers in Emergency Rescue, Confined Spaces, Working at height and suppliers of Rescue and Safety equipment.",,,"Kennington, Victoria, Australia",,,East Bendigo,,,,,,public safety,,,,"Confined Space Management,Atmosphere Testing,Highly Trained Sentries,Heat Stress Monitoring in Confined Spaces,Gas Testing Equipment Hire,BA and Toxic Environment Clean Up,Writing Rescue Plans,Labour Hire and Clean Up Crews",Self-employed,,,,,,,,,
Australian School of Performing Arts,https://www.linkedin.com/company/australian-school-of-performing-arts,https://www.linkedin.com/company/1389657,aspagroup.com.au,"The Australian School of Performing Arts (ASPA), through its divisions the Australian Girls Choir and ASPA Education, has established a reputation as one of Australia’s leading providers of performing arts education.Over 40 years, programs have been delivered to school aged children throughout metropolitan, regional and remote Australia in mainstream and alternative settings, in recent years ASPA Education has also been providing high quality professional development programs for teachers. A role with ASPA means directly contributing to the enjoyment, confidence and development of thousands of young people across the country. ASPA prides itself on being an innovative and collaborative workplace, where a shared passion for the performing arts brings together many different people with a vast assortment of skills, talents and experience. Our people are the most important drivers of our success, so we seek to engage and inspire every one of them. As a values based organisation, we are equally as focused on how we go about achieving our goals as we are with the goals themselves. This year we celebrate 40 years of the Australian Girls Choir with over 6,500 choristers in six cities and more than 300 full time, part time and casual staff. For more about our dynamic organisation log onto our website www.aspagroup.com.au.",,,"Kew East, Victoria, Australia",,,Kew East,,,,,,education administration programs,,,,"Performing Arts,Singing,Dance,Drama,Education,Choir",Self-employed,,,,,,,,,
Maranoa Regional Council,https://www.linkedin.com/company/maranoa-regional-council,https://www.linkedin.com/company/18829123,qld.gov.au,"Maranoa Regional Council services an area of 58,000 km2 and a population of close to 13,000 residents. Located in rural south-west Queensland approximately 480 kilometres west of Brisbane, the Maranoa region is one of Queensland’s most dynamic regional communities and the gateway to the outback.",,,"Orallo, Queensland, Australia",,,Roma,,,,,1300007662,government administration,,,,,Self-employed,https://www.facebook.com/mymaranoa/,,,,,,,,
Yeshivah - Beth Rivkah Colleges,https://www.linkedin.com/company/yeshivah-beth-rivkah-colleges,https://www.linkedin.com/company/18806122,vic.edu.au,"Yeshivah – Beth Rivkah Colleges is an orthodox Jewish Community school operating according to the ethos and values of Chabad. YBR is committed to supporting the individual achievement and personal growth of each of our students. Our excellence in Jewish and General studies, an inclusive and nurturing learning environment, and our welcoming and inviting community, see YBR students rise to achieve their personal best.Delivering excellence in Jewish and General studies, a rich and nurturing environment and a welcoming community, our students develop a deep appreciation of Yiddishkeit (their Jewish identity) and Torah study.",,,"Balaclava, Victoria, Australia",,,St. Kilda East,,,,,,education administration programs,,,,"Education,Torah,Jewish Studies,Hebrew,Sport,English,Mathematics,History,Science,Art,ICT,Literature",Self-employed,,,,,,,,,
North Regional TAFE,https://www.linkedin.com/company/northregionaltafe,https://www.linkedin.com/company/12175769,wa.edu.au,"North Regional TAFE is the largest provider of training and vocational services in the north of Western Australia, servicing industries and communities across a region exceeding one million square kilometres. North Regional TAFE has eleven campuses – from Karratha in the south to Kununurra in the north – with the College’s three largest delivery centres at Broome, South Hedland and Karratha.The College delivers over 200 nationally recognised and industry endorsed qualifications each year to over 8,000 students. Training is also offered in non-accredited programs, short courses, work-readiness programs, literacy and numeracy, and skill sets. RTO code 52788",2016,,"Cable Beach, Western Australia, Australia",,,Broome,,,,,+611300996557,education administration programs,government administration,,,,Self-employed,,,,,,,,,
Concordia College Adelaide,https://www.linkedin.com/company/concordia-college-adelaide,https://www.linkedin.com/company/3804454,sa.edu.au,"Concordia College is a co-educational International Baccalaureate World School educating students from ELC to Year 12. Our campuses are located at Highgate, 5km from the Adelaide CBD, and at Blackwood in the foothills. We aim to light a fire of curiosity that inspires engagement and a desire for personal growth within each of our students.With a history dating back to 1890, Concordia has a strong reputation as an academic and caring school, encouraging and supporting young people to be successful, independent learners.",,,"Fullarton, South Australia, Australia",,,Highgate,,,,,,education administration programs,,,,,Self-employed,,,,,,,,,
BRICS Türkiye,https://www.linkedin.com/company/bricsturkiye,https://www.linkedin.com/company/166887,,"BRICS, Brezilya, Rusya, Hindistan, Çin ve Güney Afrika'nın İngilizce baş harflerinden oluşan, daha sonra birliğe üye olan Mısır, İran, Etiyopya ve Birleşik Arap Emirlikleri ile 9 daimi üyeye ulaşan hükümetler arası ekonomik bir örgüttür.",,,Australia,,,,,,,,,economic programs,semiconductor manufacturing,renewables and environment,,"ekonomi,politika,BRICS,rusya,brezilya,çin,türkiye",Self-employed,,,,,,,,,
St Joseph\'s College Geelong,https://www.linkedin.com/company/stjosephscollegegeelong,https://www.linkedin.com/company/65540486,vic.edu.au,"Welcome to St Joseph's College, a Catholic School in the Edmund Rice Tradition. On behalf of the College Board, Staff, Students and Families I extend a warm welcome to you and your family to the College.St Joseph’s has a proud tradition of educating young men in the Geelong region for almost 150 years, with education on our Newtown site dating back to the establishment of St Augustine’s Orphanage in 1857. We are the only Year 7 - 12 boys' school in Geelong and pride ourselves on being expert in boys' education. The College is one of over 50 schools governed by Edmund Rice Education Australia nationally and we are committed to the EREA Charter which incorporates the four touchstones of Liberating Education, Gospel Spirituality, Justice and Solidarity and Inclusive Community. We strive to be faithful to these touchstones in all aspects of our operation.We aim to develop the whole person and have a broad curriculum much of which is based on the principles of Project Based Learning. We aim to engage students in a way which promotes and encourages excellence, builds self esteem and prepares young men for the world beyond school. The College has a strong commitment to Pastoral Care and our wellbeing policies and procedures are based on the principles of restorative practice.  We promote student voice and encourage the participation of students in a range of activities that promote and encourage leadership.In addition to the Edmund Rice campus in Newtown our Westcourt Campus in Geelong West provides our Year 9 students with a program specifically tailored to their needs.",1935,,"South Geelong, Victoria, Australia",,,NEWTOWN,,,,,+61352268100,education administration programs,,,,"Education,Secondary Education,Edmund Rice Education,Catholic Boys School,Secondary College,Catholic School",Self-employed,"https://twitter.com/sjcgeelong, https://www.facebook.com/StJosephsCollegeGeelong/",,,,,,,,
A Team Tuition Australia Pty Ltd,https://www.linkedin.com/company/ateamtuition,https://www.linkedin.com/company/7671550,ateamtuition.com,"A Team Tuition Australia are the founders of Academic Personal Training. Academic Personal Training is a movement that combines Tutoring, Academic Strategy and Mentoring to produce optimised student results. Through this process A Team Tuition has successfully achieved an average grade improvement of 23.1% across all students. Our vision is to provide every student the equal opportunity to succeed academically by teaching them how to truly learn through strategic mentorship and tutoring by Australian most awarded tutors. Our company embodies a strong culture of transformation through our INSPIRE values - Integrity, Nurture, Service, Passion, Innovation, Resilience, and Empowerment. We aim to push our movement of equal opportunity for all children to succeed in school and ultimately life. We will not stop until we achieve this.",2012,,"Varsity Lakes, Queensland, Australia",,,Varsity Lakes,,,"204/20 Lake Orr Drive, Varsity Lakes, Gold Coast, Queensland 4218, AU",4227,+61755260351,education administration programs,government administration,education management,,"Tutoring,Academic Personal Training,Mentoring,Academic Strategy,Strategic Recruitment,Culture Generation",Self-employed,,"mentoring, tutoring, academic personal training, academic strategy, strategic recruitment, culture generation",,"Thinkific, reCAPTCHA, WordPress.org, Vimeo, Pardot, Mobile Friendly, Gravity Forms, Google Tag Manager, Google Font API, Google Apps, Gmail, Facebook Custom Audiences",,,,,
Inaburra School,https://www.linkedin.com/company/inaburra-school,https://www.linkedin.com/company/7061609,nsw.edu.au,"Inaburra is a leading Christian, independent, co-educational school located in the southern suburbs of Sydney. Catering for just over 1200 students from Kindergarten to Year 12, it is small enough to create a close community of care but also large enough to give students the subject choice and resources to enable them to succeed.The Inaburra difference rests in the careful balance between education excellence and character formation. Once a student enters the Inaburra school community, teachers are dedicated to shaping them into resourceful, life-long learners and thinkers. Students become more effective and confident as communicators as they participate in Inaburra’s renown media studies, creative arts and music programs. Partnering closely with families, Inaburra students learn to be engaged and globally aware citizens through various community based international, regional and local projects. While guiding them in their academic journey, Inaburra aims for students to become creative and critical inquirers, and curious learners as they accumulate knowledge.",1982,129,"Lucas Heights, New South Wales, Australia",,,Bangor,,,"Billa Rd, Bangor NSW 2234, Australia",2234,+61295432533,education administration programs,government administration,,,,51-200,"https://twitter.com/inaburra, https://www.facebook.com/inaburra/",,,"reCAPTCHA, WordPress.org, Vimeo, Outlook, Nginx, Mobile Friendly, Mimecast, Microsoft Office 365, Mailchimp Mandrill, Google Font API, Google Cloud Hosting, Google Apps, Google Analytics, Gmail, DNS Made Easy",,,,,
North Shore Coaching College,https://www.linkedin.com/company/north-shore-development-centre,https://www.linkedin.com/company/1753226,north-shore.com.au,"North Shore Coaching College is Australasia’s leading tuition college, with over 65 campuses in Australia. Established since 1991, we have been delivering the benchmark in quality and affordable educational services for Pre-School to High School students.We believe in fostering each child's potential through the provision of structured educational experiences. The lessons students undertake develop higher order language, mathematical and logical thinking skills. Our programs run during both school terms and school holiday periods.Tuition that Works!",,240,"Chatswood, New South Wales, Australia",,,Chatswood,,,,,,education administration programs,,,,"Tutoring,Coaching,Writing,English,Mathematics,Maths,Science,Chemistry,Physics,General Ability,General Science,NAPLAN,REACH Assessments,ICAS Assessments,GATE,PEAC,ATAR,WACE,Primary,High School,Fasttrain Programs,Fastcoach Programs,Holiday Programs,Teaching,tuition courses,Examination Practice,Creative Writing,STEM,Business Studies,Economics,International Chess,Debating,Public Speaking,Language Classes,Speech,Drama,Painting,Drawing,Study Skills,Examination Skills,selective schools entrance test,Bright Sparks,Robotics,Reading Club,Homework Support",201-500,,,,,,,,,
Keysborough College,https://www.linkedin.com/company/keysborough-secondary-college,https://www.linkedin.com/company/8643215,vic.edu.au,"Keysborough College is at the heart of one of the most culturally diverse areas of Melbourne. As an academic school, we offer students a safe, secure and caring learning environment with a strong focus on student achievement.",,105,"Keysborough, Victoria, Australia",,,Keysborough,,,,,,education administration programs,,,,,51-200,,,,,,,,,
Wilson Medic One,https://www.linkedin.com/company/medic-one,https://www.linkedin.com/company/2603368,wilsonmedicone.com.au,"For more than 50 years, the name Wilson and its success has been achieved through superior performance and the strength of our relationships. Building on its core strengths of customer service, financial security and specialist staff Wilson has developed into a reliable and innovative provider of integrated services throughout the Asia Pacific Region.Wilson Medic One is Australia’s premier provider of specialised patient transport and nationally accredited emergency medical education services. Wilson Medic One provides world class medical  and support services.  ",,78,"Ascot, Western Australia, Australia",,,Belmont,,,,,,public health,"health, wellness and fitness",,,"Emergency Medical Education,Event Medical Support,Emergency Medical Services,Patient Transport services,First aid training,Remote Medical Services,Turnkey Solutions",51-200,,,,,,,,,
St Philip\'s Christian Education,https://www.linkedin.com/company/st-philip%27s-christian-college,https://www.linkedin.com/company/6583422,nsw.edu.au,"St Philip’s Christian College is a leading Christian independent school group in the Hunter Region catering for over 3800 students from babies and pre-school through to Year 12. The College spans across six schools and six early learning centres and prides itself in offering a high standard of education with innovative teaching techniques and state-of-the-art facilities. Staff at St Philip’s Christian College are dedicated to working alongside each student to draw out their God-given potential and equip them with the tools to succeed not only through their schooling career but through their life.Founded in 1982 with 2 staff and 25 students, St Philip’s Christian College now has schools located in Newcastle, Cessnock, Gosford and Port Stephens. Each school provides students with numerous opportunities to succeed be it through academic achievement, creative arts, information technology, vocational education or sport.St Philip’s Christian College has also established DALE Christian School, catering for students with emotional, behavioural or intellectual challenges along with DALE Young Parents School which offers parents the opportunity to complete their schooling studies while their children are cared for at the onsite childcare facilities. Both programs have been widely recognised for their success.",1982,112,"Waratah, New South Wales, Australia",,,Waratah,,,,,249492900,education administration programs,government administration,,,"Education,K-12,Early Childhood Education,Independant School,Christian Education",51-200,,"education, k12, early childhood education, christian education, independant school",,"YouTube, Vimeo, Outlook, Nginx, Mobile Friendly, Mailchimp Mandrill, MailChimp SPF, Google Tag Manager, Google Analytics, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences",,,,,
TAFE Tasmania,https://www.linkedin.com/company/tafe-tasmania,https://www.linkedin.com/company/123262,,,,60,Australia,,,,,,,,,education administration programs,,,,,51-200,,,,,,,,,
Extend After School Care,https://www.linkedin.com/company/extend-after-school-care,https://www.linkedin.com/company/10365563,extend.com.au,"As the largest family owned and operated Before and After School Care provider, there is good reason why Extend is the premium provider of Outside School Hours Care in Australia. Our Before and After School Care and Vacation Care programs are fun, exciting, inclusive and safe.Extend offers qualified and dedicated Educators who have chosen to work exclusively for Extend. Our Educators make a difference in the lives of children by dedicating themselves to their school community. They spend time getting to know their children and families so they can provide a variety of tailored programs to engage and stimulate the children every day.After 16 years in operation we are well organised, enthusiastic, and highly professional. Children know and love their Educators and feel like part of the Extend family, warmly welcomed with open arms each day. And because we’re a family business, we wouldn’t have it any other way.Children in our care look forward to spending time with us and that’s how it should be. Every single day we are completely committed to providing opportunities kids should have. And we love it!",2002,72,"Cremorne, Victoria, Australia",,,Melbourne,,,"808a glenferrie rd, hawthorn, victoria, australia",3122,+11300366437,education administration programs,government administration,,,"Leadership,After School Care,Children's Services,Education,Outside School Hours Care",51-200,"https://twitter.com/ExtendAfterCare, https://www.facebook.com/ExtendAfterCare/","leadership, education, childrens services",,,,,,,
Catholic College Bendigo,https://www.linkedin.com/company/catholic-college-bendigo,https://www.linkedin.com/company/650954,ccb.vic.edu.au,"Catholic College Bendigo is a secondary school built on Marist and Mercy traditions, providing education for students from Year 7 to Year 12 in central Victoria. Catholic College Bendigo operates from two locations. La Valla, located in the bush surroundings of Junortoun caters for Years 7 - 9 students. Coolock is where Years 10 - 12 and VCE/VCAL studies are conducted, and is located in the central hub of Bendigo. Catholic College Bendigo: big enough for you to succeed but small enough for you to belong.",1876,85,"Kennington, Victoria, Australia",,,Bendigo,,,"Barkly St, Bendigo VIC 3550, Australia",3550,,education administration programs,government administration,,,"Education,A Minitry of Mercy Education Ltd",51-200,,education & a minitry of mercy education ltd,,"Outlook, Mimecast, Google Apps, Gmail",,,,,
Mayfield Childcare Limited,https://www.linkedin.com/company/mayfield-childcare-limited,https://www.linkedin.com/company/77159250,mayfieldchildcare.com.au,"Mayfield Childcare Limited (ASX: MFD) listed on the Australian Securities Exchange in November 2016 and has since grown to own and operate 45 childcare centres with over 3,000 registered childcare places across Victoria, Queensland, and South Australia.Our goal at is to deliver exceptional, high-quality services to families by continuously improving our centres and surpassing National Quality Standards. We believe that providing the best education and care will create a positive impact on the lives of families we serve.Mayfield employs a centralised and cost-effective management structure to simplify day-to-day operations and integration of centres. We plan to expand our business through targeted acquisitions of established childcare centres that meet specific criteria, including supply/demand metrics, centre size, location, utilisation, and profitability.",2016,62,"Hawthorn, Victoria, Australia","Caulfield East, Victoria, Australia",,Hawthorn,,,,,+611300554474,education administration programs,,,,,51-200,,,,,,,,,
Emali Early Learning Centre,https://www.linkedin.com/company/emali-early-learning-centres,https://www.linkedin.com/company/7792617,emali.com.au,"Emali Early Learning Centre is a privately owned and operated group of child care centres in South Australia. Established in 2007, we currently have 9 purposefully designed centres that differentiate in their own way. Our centres are located at: Brighton, Broadview, Campbelltown (Coming Soon), Findon, Littlehampton, Morphett Vale, Prospect, Salisbury & Underdale.Our vision is to support Australia's future generations by setting a new benchmark in Education. We are committed to providing a high-quality service and a homestyle environment for children to develop and explore, enabling them to experience fun, freedom, control, creativity and development.Here at Emali we hold true to our values, we strongly encourage open and honest communication and recognise its importance when working collaboratively. We work in an environment where individuals are appreciated, acting in an ethical, polite, professional and courteous manner at all times. We cater for children from 6 weeks to 5 years of age and we respect and acknowledge each child as an individual learner and value their uniqueness. We believe transforming a child’s personal interests into a learning process allows them to develop their own experiences and share their achievements with our team and other children.The staff and management team at our company are committed to providing high-quality service and care. We are a united family and we welcome you to join us. Together we will work to educate the most influential people on this earth, young children.",,57,"Mile End, South Australia, Australia",,,Mile End,,,,,,education administration programs,,,,"Childcare,Early Learning,Education,Children,Early Learning Centres,Early Childhood Education,Early Education,Daycare",51-200,,,,,,,,,
Lady Gowrie Tasmania,https://www.linkedin.com/company/lady-gowrie-tasmania-incorporated,https://www.linkedin.com/company/8759963,gowrie-tas.com.au,"OUR MISSION Lady Gowrie Tasmania is a community owned organisation whose core business is the provision of quality programs to the community that promotes the best outcomes for children, families and early and middle childhood professionals.OUR VISION• Families are supported • Children reach their full potential and are at the centre of all practice • Early and middle childhood education and care services are valued and supported • Quality and experienced early and middle childhood educators are vital • Ongoing professional learning and development enhances practice • Quality matters • The community benefits OUR PURPOSE Lady Gowrie Tasmania puts “Children First”. We provide high quality programs, advocacy and leadership for all children, their families and communities. OUR POSITION Lady Gowrie Tasmania has a rich heritage and strong values. While each program offers something different, they have all been established to achieve one thing - to give children the best start in life. The organisation has a simple philosophy – “Children First”. Lady Gowrie Tasmania is a community based not for profit organisation. Any surplus is reinvested to support the provision of the best standard of care and education. Ultimately it’s all about a partnership, and Lady Gowrie Tasmania works with families, early childhood professionals and the broader community to ensure children are happy, healthy and develop a love of learning. Lady Gowrie – “Children First”",,89,"Battery Point, Tasmania, Australia",,,South Hobart,,,,,,education administration programs,,,,,51-200,,,,,,,,,
Direct Care Resources,https://www.linkedin.com/company/directcareresources,https://www.linkedin.com/company/81851049,directcareresources.com.au,"Direct Care Resources, is a leading Southeast Queensland care provider that is committed to providing high-quality supported independent living, community access and child protection services where participant care, health, safety, and well-being are our number one priority. We have been in the industry for over 20 years, we are passionate about what we do and how we do it. ",,90,"Tingalpa, Queensland, Australia",,,Tingalpa DC,,,,,,health and human services,,,,"NDIS,Disability Services,Child Protection,Continuity of Care,DSOA,NIISSQ,Supported Independent Living,Safety,Quality of Care,Upskilling,Professional Development,Agility,Consistancy,Trust",51-200,,,,,,,,,
Indie Education,https://www.linkedin.com/company/albury-wodonga-community-college-limited,https://www.linkedin.com/company/9691981,awcc.edu.au,Indie Education (formally Albury Wodonga Community College).,,84,"Wodonga, Victoria, Australia",,,WODONGA,,,63 High St,3690,+61260438200,education administration programs,education management,,,"Alternative education,Re engagement programs,Secondary schooling,Disability support,Youth and Adults,National company,Indie College,Aware Industries,Indie School,Indie Academy",51-200,,,,,,,,,
NT Christian Schools,https://www.linkedin.com/company/nt-christian-schools,https://www.linkedin.com/company/6611519,ntchristianschools.com.au,"NT Christian Schools was established in 1977 when a group of committed Christian parents determined that they wanted a school that would recognise parental responsibility for their children, work in partnership with them and that would support their belief that all activity in this world should be a response to God’s love for all people shown through Jesus’ voluntary death on the cross.Along with our seven campuses we also run Transforming Training, a Registered Training Organisation to equip young people and adults with vocational skills and qualifications and auspice a family-strengthening program, Families and Schools Together.",,54,"Berrimah, Northern Territory, Australia",,,Darwin,,,,,,education administration programs,,,,"Education,Christian Education,Indigenous Education,Vocational Education Training,primary school,middle school,senior school,early learning centre",51-200,,,,,,,,,
Big Childcare Pty Ltd,https://www.linkedin.com/company/big-childcare,https://www.linkedin.com/company/20358821,bigchildcare.com,"Big Childcare is a leader in the Out of School Hours Industry, our team is professional, experienced, nurturing and committed to providing a supportive and transparent environment for families, where their feedback and support is highly valued. We provide exceptional quality, out of school hours care, for school aged children which meets the health, safety and wellbeing needs of the children and families in the community. We believe in making our programs engaging, diverse, physically active and fun, where children’s learning can be scaffolded, so they can reach their full potential.  Through these experiences children will develop a range of life long skills including building on their social and emotional capacity.Children are valued and respected as individuals and central to our programs. The programs we offer are developed in conjunction with educators, schools, the community, children and families. They are critically reflected upon and evaluated to ensure we are providing positive experiences that are age appropriate and extend every child.",2008,92,"Kings Park, Victoria, Australia",,,St Albans,,,1 Paisley St,3011,386829400,education administration programs,education management,,,"OSHC,Education,Childcare,Safety,Fun",51-200,,,,,,,,,
Shire of Esperance,https://www.linkedin.com/company/shire-of-esperance,https://www.linkedin.com/company/3551545,wa.gov.au,"The Shire of Esperance, located on Western Australia's southeast coast, is one of the most progressive and modern country communities in Australia.The Shire has an area of 44,336 square kilometres, giving the region one of the lowest population densities to be found anywhere. It extends from Munglinup to Israelite Bay and north to the Daniell rail siding. It includes over 400 kilometres of coastline, ranging from gently undulating bays and the picturesque islands of the Recherche Archipelago to the spectacular cliffs of the Great Australian Bight.",,94,"East Munglinup, Western Australia, Australia",,,Esperance,,,Windich Street,6450,890710666,government administration,,,,,51-200,"http://twitter.com/shire_esperance, https://www.facebook.com/ShireOfEsperance",,,,,,,,
Reddam House,https://www.linkedin.com/company/reddam-house,https://www.linkedin.com/company/9875546,reddamhouse.com.au,"Reddam House is an education management company based out of 56 Mitchell St, Bondi Beach, New South Wales, Australia.",,366,"Bondi Beach, New South Wales, Australia",,,Bondi Beach,,,,,,education administration programs,education management,,,,201-500,,,,,,,,,
Indie College,https://www.linkedin.com/company/indie-college,https://www.linkedin.com/company/77109501,indiecollege.edu.au,"Indie College supports young people and adults to re-engage with education and training.  Our programs empower learners to overcome personal barriers that have led to their disengagement from education.Indie College is a not-for-profit Registered Training Organisation (RTO) providing alternative, accredited courses at locations around Australia.",,77,"Wodonga, Victoria, Australia",,,Wodonga,,,,,+611800046343,education administration programs,government administration,,,,51-200,,,,,,,,,
Rise & Shine Education,https://www.linkedin.com/company/rise-shine-kindergarten,https://www.linkedin.com/company/10249363,riseandshine.edu.au,"Rise & Shine Education is an Australian and family-owned and operated business which owns and operates Rise & Shine Kindergarten centres. We provide exceptional care and high-quality education for children aged six weeks to six years. Our modern centres have been designed to engage young children, with indoor learning spaces and outdoor nature areas that will captivate your child’s imagination and support their growth and development.Here at Rise & Shine Education we have developed our own unique curriculum to ensure your child is learning and developing holistically, it’s called the Shine Advantage curriculum. We know that learning letters and numbers is important for your child when starting school, but it’s only one small part of how they will grow and develop as a person. In order to promote the holistic development of your child, our Shine Advantage curriculum consists of five key elements, Smart Start, Fit, Inspired, Unit and Crew. With each element tailored to each child’s individual needs and interests, we are sure to be placing your children on the correct path for a brighter, more inspiring future.In 2021, we opened Orbit, a world first, pioneering STEM hub, exclusively available to the Rise & Shine community.",2013,59,"Kogarah, New South Wales, Australia",,,Beverley Park,,,"124 Princes Hwy, Beverley Park, New South Wales 2217, AU",2217,+610295227777,education administration programs,government administration,education management,,,51-200,https://www.facebook.com/Rise-Shine-Kindergarten-523431697866015/,"education, early childhood education, education management, childcare, early education, kindergarten, early childhood teacher, preschool teacher, long day care, early learning child care",,"YouTube, WordPress.org, Mobile Friendly, Microsoft Office 365, Gravity Forms, Google Tag Manager, Google Apps, Gmail, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences",,,,,
Plan and Grow,https://www.linkedin.com/company/planandgrow,https://www.linkedin.com/company/16238048,planandgrow.net,"Plan and Grow is an NDIS and Department of Communities accommodation and support service determined to empower vulnerable children, young people, and adults to achieve their dreams on Whadjuk Noongar Boodjar.Supported Independent Living (SIL), Long and Short Term Accommodation, COSA, respite care, Support Workers, Mentors, Children and Youth Out of Home Care Provider!Our model of care is centred around a trauma-informed approach, remembering to keep the participant at the heart of all decisions made about their care.",,63,"Stirling, Western Australia, Australia",,,Balcatta,,,,,,health and human services,,,,"Support Coordination,Aboriginal Services,Accommodation Solutions,ndis,Trauma-Informed Care,Healing Children,Domestic Violence help and education,Upholding the Charter of rights for children and young people in care,Education,Mental Health and Behavioural services,Care plans,Connecting Indigenous Children to land and culture",51-200,,,,,,,,,
St Paul\'s School - Company,https://www.linkedin.com/company/st-paul%27s-school-cp,https://www.linkedin.com/company/1338465,qld.edu.au,"St Paul's School is an Anglican co-educational school catering for students from Pre-prep to Year 12. In July 2012, our new Early Learning Centre was opened, along with the launch of our new Kindergarten and Pre-prep programs.The 50 hectare campus is located on the northern boundary of the city of Brisbane, Queensland, Australia.",,114,"Brisbane, Queensland, Australia",,,Brisbane,,,,,,education administration programs,,,,,51-200,,,,,,,,,
Marsden State High School,https://www.linkedin.com/company/marsdenstatehighschool,https://www.linkedin.com/company/68973350,eq.edu.au,"Marsden State High School was established in 1987 and boasts a proud history of excellence in public co-education. It began with eight buildings in its existing location on the corner of Chambers Flat Rd and Muchow Rd between the suburbs of Marsden and Waterford West. The school has now blossomed into a sprawling campus with over 3,000 students, featuring targeted Excellence programs in Academics, Sport, the Arts and Vocational Education.Our core values of persistence, passion and pride underpin everything that makes Marsden SHS so unique. Dare to Inspire....Make a Difference!Marsden SHS has developed a strong sense of community and is proudly considered one of the best performing schools in the city of Logan.",,80,"Logan Reserve, Queensland, Australia",,,Waterford West,,,,,,education administration programs,,,,"Education,Teaching,Community,Learning,Sport,Arts,Vocational Education,Leadership,Student Services",51-200,,,,,,,,,
